match_date,year,home_team,away_team,home_score,away_score,result,winner,goal_difference,total_goals,tournament,decided_by_penalties,penalty_winner,city,country,neutral
2002-02-13,2002,Germany,Israel,7,1,home_win,Germany,6,8,Friendly,False,,Kaiserslautern,Germany,False
2002-02-13,2002,France,Romania,2,1,home_win,France,1,3,Friendly,False,,Saint-Denis,France,False
2002-02-13,2002,Faroe Islands,Liechtenstein,1,0,home_win,Faroe Islands,1,1,Friendly,False,,Pégeia,Cyprus,True
2002-02-13,2002,Croatia,Bulgaria,0,0,draw,draw,0,0,Friendly,False,,Rijeka,Croatia,False
2002-02-13,2002,Belgium,Norway,1,0,home_win,Belgium,1,1,Friendly,False,,Brussels,Belgium,False
2002-02-13,2002,Luxembourg,Albania,0,0,draw,draw,0,0,Friendly,False,,Hesperange,Luxembourg,False
2002-02-14,2002,Thailand,North Korea,0,1,away_win,North Korea,-1,1,King's Cup,False,,Bangkok,Thailand,False
2002-02-14,2002,Qatar,Singapore,3,0,home_win,Qatar,3,3,King's Cup,False,,Bangkok,Thailand,True
2002-02-15,2002,China,Slovenia,0,0,draw,draw,0,0,Lunar New Year Cup,True,Slovenia,So Kon Po,Hong Kong,True
2002-02-16,2002,Thailand,North Korea,0,0,draw,draw,0,0,King's Cup,True,North Korea,Bangkok,Thailand,False
2002-02-16,2002,Qatar,Singapore,2,0,home_win,Qatar,2,2,King's Cup,False,,Bangkok,Thailand,True
2002-02-18,2002,Gibraltar,Monaco,2,2,draw,draw,0,4,Friendly,False,,Nice,France,True
2002-03-01,2002,Iran,Venezuela,1,0,home_win,Iran,1,1,Friendly,False,,Casablanca,Morocco,True
2002-03-02,2002,Botswana,Eswatini,6,2,home_win,Botswana,4,8,Friendly,False,,Gaborone,Botswana,False
2002-03-02,2002,United States,Honduras,4,0,home_win,United States,4,4,Friendly,False,,Seattle,United States,False
2002-03-07,2002,Brazil,Iceland,6,1,home_win,Brazil,5,7,Friendly,False,,Cuiabá,Brazil,False
2002-03-09,2002,American Samoa,New Caledonia,0,10,away_win,New Caledonia,-10,10,Oceania Nations Cup qualification,False,,Apia,Samoa,True
2002-03-09,2002,Samoa,Tonga,2,0,home_win,Samoa,2,2,Oceania Nations Cup qualification,False,,Apia,Samoa,False
2002-03-09,2002,Alderney,Jersey,1,2,away_win,Jersey,-1,3,Muratti Vase,False,,Alderney,Alderney,False
2002-03-10,2002,United States,Ecuador,1,0,home_win,United States,1,1,Friendly,False,,Birmingham,United States,False
2002-03-10,2002,Eswatini,Lesotho,1,0,home_win,Eswatini,1,1,Friendly,False,,Mbabane,Swaziland,False
2002-03-12,2002,American Samoa,Tonga,2,7,away_win,Tonga,-5,9,Oceania Nations Cup qualification,False,,Apia,Samoa,True
2002-03-12,2002,New Caledonia,Papua New Guinea,1,4,away_win,Papua New Guinea,-3,5,Oceania Nations Cup qualification,False,,Apia,Samoa,True
2002-03-13,2002,Mexico,Albania,4,0,home_win,Mexico,4,4,Friendly,False,,San Diego,United States,True
2002-03-13,2002,Tunisia,South Korea,0,0,draw,draw,0,0,Friendly,False,,Tunis,Tunisia,False
2002-03-14,2002,Estonia,Saudi Arabia,2,0,home_win,Estonia,2,2,Friendly,False,,Montecatini Terme,Italy,True
2002-03-14,2002,Papua New Guinea,Tonga,5,0,home_win,Papua New Guinea,5,5,Oceania Nations Cup qualification,False,,Apia,Samoa,True
2002-03-14,2002,Samoa,American Samoa,5,0,home_win,Samoa,5,5,Oceania Nations Cup qualification,False,,Apia,Samoa,False
2002-03-16,2002,Mauritius,Madagascar,2,3,away_win,Madagascar,-1,5,COSAFA Cup,False,,Mapou,Mauritius,False
2002-03-16,2002,Botswana,Namibia,3,1,home_win,Botswana,2,4,Friendly,False,,Gaborone,Botswana,False
2002-03-16,2002,New Caledonia,Tonga,9,0,home_win,New Caledonia,9,9,Oceania Nations Cup qualification,False,,Apia,Samoa,True
2002-03-16,2002,Samoa,Papua New Guinea,1,4,away_win,Papua New Guinea,-3,5,Oceania Nations Cup qualification,False,,Apia,Samoa,False
2002-03-17,2002,Sri Lanka,Pakistan,1,1,draw,draw,0,2,Friendly,False,,Colombo,Sri Lanka,False
2002-03-18,2002,American Samoa,Papua New Guinea,0,7,away_win,Papua New Guinea,-7,7,Oceania Nations Cup qualification,False,,Apia,Samoa,True
2002-03-18,2002,Samoa,New Caledonia,0,5,away_win,New Caledonia,-5,5,Oceania Nations Cup qualification,False,,Apia,Samoa,False
2002-03-19,2002,Sri Lanka,Pakistan,0,0,draw,draw,0,0,Friendly,False,,Kurunegala,Sri Lanka,False
2002-03-20,2002,Finland,South Korea,0,2,away_win,South Korea,-2,2,Friendly,False,,Cartagena,Spain,True
2002-03-20,2002,Saudi Arabia,South Africa,1,0,home_win,Saudi Arabia,1,1,Friendly,False,,Pistoia,Italy,True
2002-03-21,2002,Japan,Ukraine,1,0,home_win,Japan,1,1,Friendly,False,,Osaka,Japan,False
2002-03-23,2002,Sri Lanka,Pakistan,1,0,home_win,Sri Lanka,1,1,Friendly,False,,Colombo,Sri Lanka,False
2002-03-25,2002,Sri Lanka,Pakistan,2,1,home_win,Sri Lanka,1,3,Friendly,False,,Kalutara,Sri Lanka,False
2002-03-26,2002,South Korea,Turkey,0,0,draw,draw,0,0,Friendly,False,,Bochum,Germany,True
2002-03-26,2002,Nigeria,Paraguay,1,1,draw,draw,0,2,Friendly,False,,London,England,True
2002-03-27,2002,Luxembourg,Latvia,0,3,away_win,Latvia,-3,3,Friendly,False,,Hesperange,Luxembourg,False
2002-03-27,2002,Malta,Andorra,1,1,draw,draw,0,2,Friendly,False,,Attard,Malta,False
2002-03-27,2002,Netherlands,Spain,1,0,home_win,Netherlands,1,1,Friendly,False,,Rotterdam,Netherlands,False
2002-03-27,2002,Poland,Japan,0,2,away_win,Japan,-2,2,Friendly,False,,Łódź,Poland,False
2002-03-27,2002,Portugal,Finland,1,4,away_win,Finland,-3,5,Friendly,False,,Porto,Portugal,False
2002-03-27,2002,Liechtenstein,Northern Ireland,0,0,draw,draw,0,0,Friendly,False,,Vaduz,Liechtenstein,False
2002-03-27,2002,Saudi Arabia,Uruguay,3,2,home_win,Saudi Arabia,1,5,Friendly,False,,Dammam,Saudi Arabia,False
2002-03-27,2002,Senegal,Bolivia,2,1,home_win,Senegal,1,3,Friendly,False,,Dakar,Senegal,False
2002-03-27,2002,Sweden,Switzerland,1,1,draw,draw,0,2,Friendly,False,,Malmö,Sweden,False
2002-03-27,2002,Tunisia,Norway,0,0,draw,draw,0,0,Friendly,False,,Tunis,Tunisia,False
2002-03-27,2002,Wales,Czech Republic,0,0,draw,draw,0,0,Friendly,False,,Cardiff,Wales,False
2002-03-27,2002,Romania,Ukraine,4,1,home_win,Romania,3,5,Friendly,False,,Constanţa,Romania,False
2002-03-27,2002,Republic of Ireland,Denmark,3,0,home_win,Republic of Ireland,3,3,Friendly,False,,Dublin,Republic of Ireland,False
2002-03-27,2002,Moldova,Hungary,0,2,away_win,Hungary,-2,2,Friendly,False,,Chișinău,Moldova,False
2002-03-27,2002,Georgia,South Africa,4,1,home_win,Georgia,3,5,Friendly,False,,Tbilisi,Georgia,False
2002-03-27,2002,Albania,Azerbaijan,1,0,home_win,Albania,1,1,Friendly,False,,Tirana,Albania,False
2002-03-27,2002,Argentina,Cameroon,2,2,draw,draw,0,4,Friendly,False,,Geneva,Switzerland,True
2002-03-27,2002,Austria,Slovakia,2,0,home_win,Austria,2,2,Friendly,False,,Graz,Austria,False
2002-03-27,2002,Belize,Guyana,3,1,home_win,Belize,2,4,Friendly,False,,Belize City,Belize,False
2002-03-27,2002,Brazil,Serbia,1,0,home_win,Brazil,1,1,Friendly,False,,Fortaleza,Brazil,False
2002-03-27,2002,Bosnia and Herzegovina,North Macedonia,4,4,draw,draw,0,8,Friendly,False,,Sarajevo,Bosnia and Herzegovina,False
2002-03-27,2002,Croatia,Slovenia,0,0,draw,draw,0,0,Friendly,False,,Zagreb,Croatia,False
2002-03-27,2002,England,Italy,1,2,away_win,Italy,-1,3,Friendly,False,,Leeds,England,False
2002-03-27,2002,Germany,United States,4,2,home_win,Germany,2,6,Friendly,False,,Rostock,Germany,False
2002-03-27,2002,Estonia,Russia,2,1,home_win,Estonia,1,3,Friendly,False,,Tallinn,Estonia,False
2002-03-27,2002,France,Scotland,5,0,home_win,France,5,5,Friendly,False,,Saint-Denis,France,False
2002-03-27,2002,Bulgaria,Ecuador,0,3,away_win,Ecuador,-3,3,Friendly,False,,East Rutherford,United States,True
2002-03-30,2002,Botswana,South Africa,0,0,draw,draw,0,0,COSAFA Cup,True,South Africa,Gaborone,Botswana,False
2002-03-30,2002,Eswatini,Mozambique,1,2,away_win,Mozambique,-1,3,Friendly,False,,Mhlume,Swaziland,False
2002-03-31,2002,Eswatini,Mozambique,1,1,draw,draw,0,2,Friendly,False,,Big Bend,Swaziland,False
2002-04-04,2002,Sri Lanka,Maldives,1,0,home_win,Sri Lanka,1,1,Friendly,False,,Colombo,Sri Lanka,False
2002-04-06,2002,Sri Lanka,Maldives,1,1,draw,draw,0,2,Friendly,False,,Jaffna,Sri Lanka,False
2002-04-07,2002,Lesotho,Mozambique,0,2,away_win,Mozambique,-2,2,COSAFA Cup,False,,Maseru,Lesotho,False
2002-04-09,2002,Singapore,Maldives,2,0,home_win,Singapore,2,2,Friendly,False,,Singapore,Singapore,False
2002-04-10,2002,Yemen,Ethiopia,1,1,draw,draw,0,2,Friendly,False,,Sana'a,Yemen,False
2002-04-17,2002,Luxembourg,Liechtenstein,3,3,draw,draw,0,6,Friendly,False,,Hesperange,Luxembourg,False
2002-04-17,2002,North Macedonia,Finland,1,0,home_win,North Macedonia,1,1,Friendly,False,,Prilep,North Macedonia,False
2002-04-17,2002,Malta,Azerbaijan,1,0,home_win,Malta,1,1,Friendly,False,,Attard,Malta,False
2002-04-17,2002,Mexico,Bulgaria,1,0,home_win,Mexico,1,1,Friendly,False,,East Rutherford,United States,True
2002-04-17,2002,Northern Ireland,Spain,0,5,away_win,Spain,-5,5,Friendly,False,,Belfast,Northern Ireland,False
2002-04-17,2002,Norway,Sweden,0,0,draw,draw,0,0,Friendly,False,,Oslo,Norway,False
2002-04-17,2002,Poland,Romania,1,2,away_win,Romania,-1,3,Friendly,False,,Bydgoszcz,Poland,False
2002-04-17,2002,Portugal,Brazil,1,1,draw,draw,0,2,Friendly,False,,Lisbon,Portugal,False
2002-04-17,2002,Scotland,Nigeria,1,2,away_win,Nigeria,-1,3,Friendly,False,,Aberdeen,Scotland,False
2002-04-17,2002,Serbia,Lithuania,4,1,home_win,Serbia,3,5,Friendly,False,,Smederevo,FR Yugoslavia,False
2002-04-17,2002,Slovenia,Tunisia,1,0,home_win,Slovenia,1,1,Friendly,False,,Ljubljana,Slovenia,False
2002-04-17,2002,Turkey,Chile,2,0,home_win,Turkey,2,2,Friendly,False,,Kerkrade,Netherlands,True
2002-04-17,2002,Latvia,Kazakhstan,2,1,home_win,Latvia,1,3,Friendly,False,,Ventspils,Latvia,False
2002-04-17,2002,Japan,Costa Rica,1,1,draw,draw,0,2,Friendly,False,,Yokohama,Japan,False
2002-04-17,2002,Ukraine,Georgia,2,1,home_win,Ukraine,1,3,Friendly,False,,Kyiv,Ukraine,False
2002-04-17,2002,Republic of Ireland,United States,2,1,home_win,Republic of Ireland,1,3,Friendly,False,,Dublin,Republic of Ireland,False
2002-04-17,2002,Hungary,Belarus,2,5,away_win,Belarus,-3,7,Friendly,False,,Debrecen,Hungary,False
2002-04-17,2002,Greece,Czech Republic,0,0,draw,draw,0,0,Friendly,False,,Ioannina,Greece,False
2002-04-17,2002,Germany,Argentina,0,1,away_win,Argentina,-1,1,Friendly,False,,Stuttgart,Germany,False
2002-04-17,2002,France,Russia,0,0,draw,draw,0,0,Friendly,False,,Saint-Denis,France,False
2002-04-17,2002,England,Paraguay,4,0,home_win,England,4,4,Friendly,False,,Liverpool,England,False
2002-04-17,2002,Ecuador,South Africa,0,0,draw,draw,0,0,Friendly,False,,Murcia,Spain,True
2002-04-17,2002,Denmark,Israel,3,1,home_win,Denmark,2,4,Friendly,False,,Copenhagen,Denmark,False
2002-04-17,2002,Croatia,Bosnia and Herzegovina,2,0,home_win,Croatia,2,2,Friendly,False,,Zagreb,Croatia,False
2002-04-17,2002,Belize,Nicaragua,7,1,home_win,Belize,6,8,Friendly,False,,Belize City,Belize,False
2002-04-17,2002,Belgium,Slovakia,1,1,draw,draw,0,2,Friendly,False,,Brussels,Belgium,False
2002-04-17,2002,Austria,Cameroon,0,0,draw,draw,0,0,Friendly,False,,Vienna,Austria,False
2002-04-17,2002,Andorra,Albania,2,0,home_win,Andorra,2,2,Friendly,False,,Sant Julià de Lòria,Andorra,False
2002-04-17,2002,Italy,Uruguay,1,1,draw,draw,0,2,Friendly,False,,Milan,Italy,False
2002-04-21,2002,Eswatini,Namibia,2,1,home_win,Eswatini,1,3,COSAFA Cup,False,,Lobamba,Swaziland,False
2002-04-21,2002,South Korea,Costa Rica,2,0,home_win,South Korea,2,2,Friendly,False,,Daegu,South Korea,False
2002-04-27,2002,South Korea,China,0,0,draw,draw,0,0,Friendly,False,,Incheon,South Korea,False
2002-04-29,2002,Japan,Slovakia,1,0,home_win,Japan,1,1,Kirin Cup,False,,Tokyo,Japan,False
2002-05-02,2002,Japan,Honduras,3,3,draw,draw,0,6,Kirin Cup,False,,Kobe,Japan,False
2002-05-04,2002,Malawi,Tanzania,1,0,home_win,Malawi,1,1,Friendly,False,,Blantyre,Malawi,False
2002-05-04,2002,Nigeria,Kenya,3,0,home_win,Nigeria,3,3,Friendly,False,,Lagos,Nigeria,False
2002-05-05,2002,Zimbabwe,Eswatini,0,2,away_win,Eswatini,-2,2,COSAFA Cup,False,,Harare,Zimbabwe,False
2002-05-06,2002,Jersey,Guernsey,2,1,home_win,Jersey,1,3,Muratti Vase,False,,St Helier,Jersey,False
2002-05-07,2002,Venezuela,Colombia,0,0,draw,draw,0,0,Friendly,False,,Caracas,Venezuela,False
2002-05-08,2002,Ecuador,Serbia,1,0,home_win,Ecuador,1,1,Friendly,False,,East Rutherford,United States,True
2002-05-08,2002,Hungary,Croatia,0,2,away_win,Croatia,-2,2,Friendly,False,,Pécs,Hungary,False
2002-05-09,2002,Costa Rica,Colombia,1,2,away_win,Colombia,-1,3,Friendly,False,,San José,Costa Rica,False
2002-05-09,2002,Germany,Kuwait,7,0,home_win,Germany,7,7,Friendly,False,,Freiburg,Germany,False
2002-05-11,2002,Kenya,Tanzania,1,0,home_win,Kenya,1,1,Friendly,False,,Nairobi,Kenya,False
2002-05-12,2002,South Africa,Madagascar,1,0,home_win,South Africa,1,1,Friendly,False,,Durban,South Africa,False
2002-05-12,2002,United States,Uruguay,2,1,home_win,United States,1,3,Friendly,False,,"Washington, D.C.",United States,False
2002-05-12,2002,Mexico,Colombia,2,1,home_win,Mexico,1,3,Friendly,False,,Mexico City,Mexico,False
2002-05-14,2002,Belgium,Algeria,0,0,draw,draw,0,0,Friendly,False,,Brussels,Belgium,False
2002-05-14,2002,Norway,Japan,3,0,home_win,Norway,3,3,Friendly,False,,Oslo,Norway,False
2002-05-14,2002,Saudi Arabia,Senegal,3,2,home_win,Saudi Arabia,1,5,Friendly,False,,Riyadh,Saudi Arabia,False
2002-05-14,2002,Slovakia,Uzbekistan,4,1,home_win,Slovakia,3,5,Friendly,False,,Prešov,Slovakia,False
2002-05-14,2002,Wales,Germany,1,0,home_win,Wales,1,1,Friendly,False,,Cardiff,Wales,False
2002-05-15,2002,Greece,Cyprus,3,1,home_win,Greece,2,4,Friendly,False,,Rhodes,Greece,False
2002-05-15,2002,Switzerland,Canada,1,3,away_win,Canada,-2,4,Friendly,False,,St. Gallen,Switzerland,False
2002-05-16,2002,China,Uruguay,0,2,away_win,Uruguay,-2,2,Friendly,False,,Shenyang,China,False
2002-05-16,2002,Republic of Ireland,Nigeria,1,2,away_win,Nigeria,-1,3,Friendly,False,,Dublin,Republic of Ireland,False
2002-05-16,2002,South Korea,Scotland,4,1,home_win,South Korea,3,5,Friendly,False,,Busan,South Korea,False
2002-05-16,2002,Mexico,Bolivia,1,0,home_win,Mexico,1,1,Friendly,False,,San Francisco,United States,True
2002-05-16,2002,United States,Jamaica,5,0,home_win,United States,5,5,Friendly,False,,East Rutherford,United States,False
2002-05-17,2002,Ukraine,Serbia,2,0,home_win,Ukraine,2,2,Friendly,False,,Moscow,Russia,True
2002-05-17,2002,Russia,Belarus,1,1,draw,draw,0,2,Friendly,True,Belarus,Moscow,Russia,False
2002-05-17,2002,Canary Islands,Venezuela,0,2,away_win,Venezuela,-2,2,Friendly,False,,Las Palmas,Spain,False
2002-05-17,2002,Sweden,Paraguay,1,2,away_win,Paraguay,-1,3,Friendly,False,,Solna,Sweden,False
2002-05-17,2002,Denmark,Cameroon,2,1,home_win,Denmark,1,3,Friendly,False,,Copenhagen,Denmark,False
2002-05-17,2002,Myanmar,Malaysia,1,1,draw,draw,0,2,Friendly,False,,Yangon,Myanmar,False
2002-05-17,2002,Slovenia,Ghana,2,0,home_win,Slovenia,2,2,Friendly,False,,Ljubljana,Slovenia,False
2002-05-18,2002,Catalonia,Brazil,1,3,away_win,Brazil,-2,4,Friendly,False,,Barcelona,Spain,False
2002-05-18,2002,Czech Republic,Italy,1,0,home_win,Czech Republic,1,1,Friendly,False,,Prague,Czech Republic,False
2002-05-18,2002,France,Belgium,1,2,away_win,Belgium,-1,3,Friendly,False,,Saint-Denis,France,False
2002-05-18,2002,Germany,Austria,6,2,home_win,Germany,4,8,Friendly,False,,Leverkusen,Germany,False
2002-05-18,2002,Jamaica,Nigeria,0,1,away_win,Nigeria,-1,1,Unity Cup,False,,London,England,True
2002-05-18,2002,Malawi,Angola,2,1,home_win,Malawi,1,3,COSAFA Cup,False,,Blantyre,Malawi,False
2002-05-18,2002,Poland,Estonia,1,0,home_win,Poland,1,1,Friendly,False,,Warsaw,Poland,False
2002-05-18,2002,Tanzania,Kenya,0,5,away_win,Kenya,-5,5,Friendly,False,,Arusha,Tanzania,False
2002-05-19,2002,Myanmar,Malaysia,0,0,draw,draw,0,0,Friendly,False,,Yangon,Myanmar,False
2002-05-19,2002,Russia,Serbia,1,1,draw,draw,0,2,Friendly,True,Serbia,Moscow,Russia,False
2002-05-19,2002,Belarus,Ukraine,2,0,home_win,Belarus,2,2,Friendly,False,,Moscow,Russia,True
2002-05-19,2002,United States,Netherlands,0,2,away_win,Netherlands,-2,2,Friendly,False,,Foxborough,United States,False
2002-05-20,2002,Scotland,South Africa,0,2,away_win,South Africa,-2,2,Friendly,False,,So Kon Po,Hong Kong,True
2002-05-21,2002,South Korea,England,1,1,draw,draw,0,2,Friendly,False,,Seogwipo,South Korea,False
2002-05-21,2002,San Marino,Estonia,0,1,away_win,Estonia,-1,1,Friendly,False,,Serravalle,San Marino,False
2002-05-21,2002,Singapore,Uruguay,1,2,away_win,Uruguay,-1,3,Friendly,False,,Kallang,Singapore,False
2002-05-22,2002,Finland,Latvia,2,1,home_win,Finland,1,3,Friendly,False,,Helsinki,Finland,False
2002-05-22,2002,Norway,Iceland,1,1,draw,draw,0,2,Friendly,False,,Bodø,Norway,False
2002-05-23,2002,Ecuador,Senegal,0,1,away_win,Senegal,-1,1,Friendly,False,,Tottori,Japan,True
2002-05-23,2002,South Africa,Turkey,2,0,home_win,South Africa,2,2,Friendly,False,,So Kon Po,Hong Kong,True
2002-05-25,2002,Japan,Sweden,1,1,draw,draw,0,2,Friendly,False,,Tokyo,Japan,False
2002-05-25,2002,Malaysia,Brazil,0,4,away_win,Brazil,-4,4,Friendly,False,,Kuala Lumpur,Malaysia,False
2002-05-25,2002,China,Portugal,0,2,away_win,Portugal,-2,2,Friendly,False,,Macau,Macau,True
2002-05-26,2002,Belgium,Costa Rica,1,0,home_win,Belgium,1,1,Friendly,False,,Kumamoto,Japan,True
2002-05-26,2002,Cameroon,England,2,2,draw,draw,0,4,Friendly,False,,Kobe,Japan,True
2002-05-26,2002,Denmark,Tunisia,2,1,home_win,Denmark,1,3,Friendly,False,,Wakayama,Japan,True
2002-05-26,2002,South Korea,France,2,3,away_win,France,-1,5,Friendly,False,,Suwon,South Korea,False
2002-05-30,2002,Kuwait,Iran,1,3,away_win,Iran,-2,4,Friendly,False,,Kuwait City,Kuwait,False
2002-05-31,2002,France,Senegal,0,1,away_win,Senegal,-1,1,FIFA World Cup,False,,Seoul,South Korea,True
2002-06-01,2002,Uruguay,Denmark,1,2,away_win,Denmark,-1,3,FIFA World Cup,False,,Ulsan,South Korea,True
2002-06-01,2002,Germany,Saudi Arabia,8,0,home_win,Germany,8,8,FIFA World Cup,False,,Sapporo,Japan,True
2002-06-01,2002,Republic of Ireland,Cameroon,1,1,draw,draw,0,2,FIFA World Cup,False,,Niigata,Japan,True
2002-06-02,2002,Paraguay,South Africa,2,2,draw,draw,0,4,FIFA World Cup,False,,Busan,South Korea,True
2002-06-02,2002,Spain,Slovenia,3,1,home_win,Spain,2,4,FIFA World Cup,False,,Gwangju,South Korea,True
2002-06-02,2002,Argentina,Nigeria,1,0,home_win,Argentina,1,1,FIFA World Cup,False,,Kashima,Japan,True
2002-06-02,2002,England,Sweden,1,1,draw,draw,0,2,FIFA World Cup,False,,Saitama,Japan,True
2002-06-03,2002,Brazil,Turkey,2,1,home_win,Brazil,1,3,FIFA World Cup,False,,Ulsan,South Korea,True
2002-06-03,2002,Croatia,Mexico,0,1,away_win,Mexico,-1,1,FIFA World Cup,False,,Niigata,Japan,True
2002-06-03,2002,Italy,Ecuador,2,0,home_win,Italy,2,2,FIFA World Cup,False,,Sapporo,Japan,True
2002-06-04,2002,China,Costa Rica,0,2,away_win,Costa Rica,-2,2,FIFA World Cup,False,,Gwangju,South Korea,True
2002-06-04,2002,Japan,Belgium,2,2,draw,draw,0,4,FIFA World Cup,False,,Saitama,Japan,False
2002-06-04,2002,South Korea,Poland,2,0,home_win,South Korea,2,2,FIFA World Cup,False,,Busan,South Korea,False
2002-06-05,2002,Germany,Republic of Ireland,1,1,draw,draw,0,2,FIFA World Cup,False,,Kashima,Japan,True
2002-06-05,2002,Russia,Tunisia,2,0,home_win,Russia,2,2,FIFA World Cup,False,,Kobe,Japan,True
2002-06-05,2002,United States,Portugal,3,2,home_win,United States,1,5,FIFA World Cup,False,,Suwon,South Korea,True
2002-06-06,2002,Saint Martin,Anguilla,2,1,home_win,Saint Martin,1,3,Friendly,False,,Marigot,Saint Martin,False
2002-06-06,2002,France,Uruguay,0,0,draw,draw,0,0,FIFA World Cup,False,,Busan,South Korea,True
2002-06-06,2002,Denmark,Senegal,1,1,draw,draw,0,2,FIFA World Cup,False,,Daegu,South Korea,True
2002-06-06,2002,Cameroon,Saudi Arabia,1,0,home_win,Cameroon,1,1,FIFA World Cup,False,,Saitama,Japan,True
2002-06-07,2002,Andorra,Armenia,0,2,away_win,Armenia,-2,2,Friendly,False,,Sant Julià de Lòria,Andorra,False
2002-06-07,2002,Argentina,England,0,1,away_win,England,-1,1,FIFA World Cup,False,,Sapporo,Japan,True
2002-06-07,2002,Spain,Paraguay,3,1,home_win,Spain,2,4,FIFA World Cup,False,,Jeonju,South Korea,True
2002-06-07,2002,Sweden,Nigeria,2,1,home_win,Sweden,1,3,FIFA World Cup,False,,Kobe,Japan,True
2002-06-08,2002,Brazil,China,4,0,home_win,Brazil,4,4,FIFA World Cup,False,,Seogwipo,South Korea,True
2002-06-08,2002,Italy,Croatia,1,2,away_win,Croatia,-1,3,FIFA World Cup,False,,Kashima,Japan,True
2002-06-08,2002,Malawi,Botswana,2,0,home_win,Malawi,2,2,Friendly,False,,Lilongwe,Malawi,False
2002-06-08,2002,South Africa,Slovenia,1,0,home_win,South Africa,1,1,FIFA World Cup,False,,Daegu,South Korea,True
2002-06-09,2002,Mexico,Ecuador,2,1,home_win,Mexico,1,3,FIFA World Cup,False,,Rifu,Japan,True
2002-06-09,2002,Malawi,Botswana,1,0,home_win,Malawi,1,1,Friendly,False,,Blantyre,Malawi,False
2002-06-09,2002,Japan,Russia,1,0,home_win,Japan,1,1,FIFA World Cup,False,,Yokohama,Japan,False
2002-06-09,2002,Costa Rica,Turkey,1,1,draw,draw,0,2,FIFA World Cup,False,,Incheon,South Korea,True
2002-06-10,2002,South Korea,United States,1,1,draw,draw,0,2,FIFA World Cup,False,,Daegu,South Korea,False
2002-06-10,2002,Portugal,Poland,4,0,home_win,Portugal,4,4,FIFA World Cup,False,,Jeonju,South Korea,True
2002-06-10,2002,Tunisia,Belgium,1,1,draw,draw,0,2,FIFA World Cup,False,,Ōita,Japan,True
2002-06-11,2002,Cameroon,Germany,0,2,away_win,Germany,-2,2,FIFA World Cup,False,,Fukuroi,Japan,True
2002-06-11,2002,Denmark,France,2,0,home_win,Denmark,2,2,FIFA World Cup,False,,Incheon,South Korea,True
2002-06-11,2002,Saudi Arabia,Republic of Ireland,0,3,away_win,Republic of Ireland,-3,3,FIFA World Cup,False,,Yokohama,Japan,True
2002-06-11,2002,Senegal,Uruguay,3,3,draw,draw,0,6,FIFA World Cup,False,,Suwon,South Korea,True
2002-06-12,2002,South Africa,Spain,2,3,away_win,Spain,-1,5,FIFA World Cup,False,,Daejeon,South Korea,True
2002-06-12,2002,Sweden,Argentina,1,1,draw,draw,0,2,FIFA World Cup,False,,Rifu,Japan,True
2002-06-12,2002,Nigeria,England,0,0,draw,draw,0,0,FIFA World Cup,False,,Osaka,Japan,True
2002-06-12,2002,Slovenia,Paraguay,1,3,away_win,Paraguay,-2,4,FIFA World Cup,False,,Seogwipo,South Korea,True
2002-06-13,2002,Costa Rica,Brazil,2,5,away_win,Brazil,-3,7,FIFA World Cup,False,,Suwon,South Korea,True
2002-06-13,2002,Ecuador,Croatia,1,0,home_win,Ecuador,1,1,FIFA World Cup,False,,Yokohama,Japan,True
2002-06-13,2002,Mexico,Italy,1,1,draw,draw,0,2,FIFA World Cup,False,,Ōita,Japan,True
2002-06-13,2002,Turkey,China,3,0,home_win,Turkey,3,3,FIFA World Cup,False,,Seoul,South Korea,True
2002-06-14,2002,Belgium,Russia,3,2,home_win,Belgium,1,5,FIFA World Cup,False,,Fukuroi,Japan,True
2002-06-14,2002,Japan,Tunisia,2,0,home_win,Japan,2,2,FIFA World Cup,False,,Osaka,Japan,False
2002-06-14,2002,South Korea,Portugal,1,0,home_win,South Korea,1,1,FIFA World Cup,False,,Incheon,South Korea,False
2002-06-14,2002,Poland,United States,3,1,home_win,Poland,2,4,FIFA World Cup,False,,Daejeon,South Korea,True
2002-06-15,2002,Germany,Paraguay,1,0,home_win,Germany,1,1,FIFA World Cup,False,,Seogwipo,South Korea,True
2002-06-15,2002,Denmark,England,0,3,away_win,England,-3,3,FIFA World Cup,False,,Niigata,Japan,True
2002-06-16,2002,Sweden,Senegal,1,2,away_win,Senegal,-1,3,FIFA World Cup,False,,Ōita,Japan,True
2002-06-16,2002,Spain,Republic of Ireland,1,1,draw,draw,0,2,FIFA World Cup,True,Spain,Suwon,South Korea,True
2002-06-17,2002,Brazil,Belgium,2,0,home_win,Brazil,2,2,FIFA World Cup,False,,Kobe,Japan,True
2002-06-17,2002,Mexico,United States,0,2,away_win,United States,-2,2,FIFA World Cup,False,,Jeonju,South Korea,True
2002-06-18,2002,Japan,Turkey,0,1,away_win,Turkey,-1,1,FIFA World Cup,False,,Rifu,Japan,False
2002-06-18,2002,South Korea,Italy,2,1,home_win,South Korea,1,3,FIFA World Cup,False,,Daejeon,South Korea,False
2002-06-21,2002,England,Brazil,1,2,away_win,Brazil,-1,3,FIFA World Cup,False,,Fukuroi,Japan,True
2002-06-21,2002,Germany,United States,1,0,home_win,Germany,1,1,FIFA World Cup,False,,Ulsan,South Korea,True
